Country,Total_Plastic_Waste_MT,Main_Sources,Recycling_Rate,Per_Capita_Waste_KG,Plastic_Waste_Level,Population_Millions,GDP_Billion_USD,Urbanization_Rate,Plastic_Export_MT,Plastic_Import_MT,Government_Policy_Score,Awareness_Index,Industrialization_Level,Waste_to_Recycle_Ratio,High_Risk_Flag,Developed_Country_Flag
Turkey,2.7,Consumer_Goods,69.79,63.71,Medium,446.37,20637.16,32.92,14.69,3.52,3,0.7,0.28,10.01,0,0
Turkey,65.66,Packaging_Electronics,52.53,30.17,High,199.96,6048.3,67.98,13.4,1.12,8,0.93,0.1,0.42,1,0
Brazil,18.23,Packaging_Electronics,19.48,60.46,High,942.26,6929.39,79.93,6.8,9.24,4,0.46,0.44,13.1,1,0
Brazil,4.4,Automotive_Packaging,27.32,24.13,Low,823.35,1467.4,44.09,13.12,18.26,6,0.94,0.32,3.21,0,0
South Africa,13.11,Packaging_Electronics,18.61,21.36,High,533.45,8838.48,84.25,8.47,16.72,8,0.16,0.24,4.66,1,0
India,22.99,Packaging_Electronics,51.68,131.11,Low,316.48,9013.8,90.18,12.26,2.34,1,0.98,0.56,13.31,0,0
India,36.73,Industrial_Packaging,43.96,31.67,Medium,409.52,17495.8,41.66,7.15,2.93,1,0.78,0.86,14.21,0,0
China,17.07,Automotive_Packaging,6.4,21.29,Low,345.69,15265.04,27.9,4.84,8.86,5,0.52,0.24,9.41,0,0
South Africa,68.13,Consumer_Goods,16.88,49.16,Medium,197.17,3666.72,74.65,5.47,10.4,4,0.88,0.64,8.72,0,0
South Korea,20.29,Packaging_Electronics,13.7,76.78,High,1030.71,15009.15,91.14,11.46,12.18,8,0.91,0.0,2.1,1,1
United States,34.09,Industrial_Packaging,45.11,71.62,Medium,1225.53,6277.47,47.4,0.65,5.27,7,0.89,0.56,8.72,0,1
Australia,60.15,Automotive_Packaging,18.67,117.98,High,657.75,15396.57,51.24,8.7,12.91,6,0.04,0.38,1.19,1,1
Russia,67.8,Industrial_Packaging,64.55,83.84,High,644.65,11093.93,84.89,5.64,12.28,5,0.93,0.47,7.94,1,0
Japan,29.15,Industrial_Packaging,10.71,10.9,Medium,1220.56,3993.34,66.76,9.23,18.11,1,0.45,0.11,4.3,0,1
South Korea,52.29,Consumer_Goods,19.49,37.97,Low,438.27,12922.25,83.8,5.15,17.46,7,0.66,0.68,3.03,0,1
China,38.74,Packaging_Consumer,61.62,149.85,Low,467.0,9968.47,77.35,2.41,7.18,5,0.94,0.49,10.64,0,0
UK,1.08,Packaging_Electronics,85.22,67.99,Medium,428.12,1100.07,59.6,5.1,9.78,6,0.11,0.53,14.39,0,1
Japan,24.17,Automotive_Packaging,7.46,131.06,Low,55.33,17641.31,72.61,5.13,11.69,9,0.11,0.51,12.2,0,1
Japan,6.37,Packaging_Electronics,65.79,63.8,Low,258.58,18362.98,56.8,4.66,0.69,4,0.72,0.51,14.72,0,1
China,20.98,Consumer_Goods,32.0,10.32,Low,758.78,19890.27,68.29,13.27,11.4,9,0.39,0.98,14.87,0,0
South Korea,63.25,Packaging_Electronics,57.45,143.04,High,770.55,7669.94,74.99,2.92,13.32,5,0.26,0.32,12.15,1,1
France,38.68,Packaging_Consumer,85.75,138.04,Medium,1168.55,2012.7,54.65,1.63,1.76,5,0.81,0.78,4.94,0,1
India,59.37,Packaging_Consumer,49.26,135.89,High,194.3,6357.47,70.27,6.36,4.16,5,0.26,0.61,7.21,1,0
Japan,45.95,Automotive_Packaging,6.24,78.58,High,276.99,7717.7,61.27,14.61,1.86,8,0.33,0.2,5.84,1,1
Australia,33.98,Packaging_Electronics,7.27,141.85,Medium,1375.77,3820.51,64.64,6.34,7.32,6,0.54,0.6,8.73,0,1
Canada,28.15,Consumer_Goods,62.67,96.77,Low,899.26,15936.34,80.6,10.36,12.99,1,0.72,0.55,1.7,0,1
United States,67.77,Automotive_Packaging,33.59,134.52,Medium,11.29,19232.22,95.67,0.2,5.18,1,0.91,0.08,8.19,0,1
Mexico,49.22,Automotive_Packaging,62.66,61.85,Low,639.45,20202.9,38.19,5.27,15.21,1,0.27,0.44,13.81,0,0
Australia,30.79,Industrial_Packaging,67.29,84.05,Low,830.42,1385.32,37.35,5.23,17.36,5,0.26,0.18,9.54,0,1
Spain,7.08,Consumer_Goods,49.2,52.0,High,769.04,6855.53,34.16,4.59,15.63,5,0.92,0.62,5.84,1,1
Russia,51.84,Automotive_Packaging,82.94,85.4,Medium,142.48,19616.23,38.14,2.59,11.58,4,0.51,0.9,1.99,0,0
Italy,67.05,Packaging_Consumer,68.26,28.58,High,672.59,7698.94,80.63,2.39,1.17,7,0.79,0.56,13.56,1,1
Australia,2.66,Packaging_Consumer,19.79,82.18,Low,146.46,125.85,83.84,1.04,19.67,8,0.16,0.25,7.67,0,1
Australia,47.06,Industrial_Packaging,70.4,29.85,Low,510.53,8939.22,63.33,0.41,2.59,4,0.76,0.3,12.66,0,1
Italy,45.83,Industrial_Packaging,56.49,38.81,High,1320.89,13008.16,42.75,12.75,12.32,7,0.26,0.44,4.5,1,1
Mexico,56.54,Packaging_Consumer,50.91,90.12,Low,38.53,13169.47,37.82,13.75,9.73,6,0.98,0.08,11.03,0,0
India,60.23,Industrial_Packaging,41.24,134.08,High,872.86,2652.59,75.73,14.04,3.14,9,0.87,0.79,2.21,1,0
Japan,60.87,Packaging_Consumer,21.33,63.7,Medium,873.47,18823.46,58.1,6.37,17.53,3,0.45,0.36,13.41,0,1
South Africa,52.03,Packaging_Electronics,43.56,17.94,Medium,1370.48,1675.69,46.67,3.76,15.36,1,0.38,0.34,6.06,0,0
China,23.2,Packaging_Consumer,67.13,30.62,High,605.91,14604.51,22.07,2.54,7.44,6,0.53,0.33,6.71,1,0
France,17.11,Consumer_Goods,46.41,68.72,High,1074.5,9624.42,44.36,4.61,5.02,6,0.56,0.85,10.83,1,1
Italy,4.2,Automotive_Packaging,65.49,97.4,Medium,607.78,20340.34,90.33,13.62,4.09,1,0.42,0.99,14.8,0,1
Japan,64.32,Industrial_Packaging,9.15,79.99,High,1128.08,13405.02,52.75,9.23,6.18,3,0.16,0.75,10.52,1,1
France,56.77,Packaging_Consumer,88.09,138.31,High,167.23,8402.51,44.81,6.68,18.22,4,0.42,0.25,5.8,1,1
Japan,28.57,Packaging_Consumer,77.22,51.27,Low,1398.73,14203.94,63.59,14.13,11.28,5,0.53,0.17,8.29,0,1
Mexico,36.16,Consumer_Goods,19.38,30.14,High,930.01,18109.34,58.71,3.71,15.89,8,0.2,0.06,0.32,1,0
United States,56.67,Consumer_Goods,19.39,103.19,High,930.21,8852.61,65.17,14.66,16.22,5,0.53,0.64,6.78,1,1
United States,63.71,Consumer_Goods,46.38,134.58,Low,596.67,1436.53,31.19,9.9,8.63,5,0.28,0.68,14.64,0,1
UK,41.84,Industrial_Packaging,11.34,65.15,High,942.03,15992.26,63.03,7.43,7.51,2,0.32,0.27,8.03,1,1
Italy,37.21,Industrial_Packaging,9.55,115.37,Medium,521.31,7623.09,84.23,6.03,19.09,1,0.89,0.85,1.74,0,1
Brazil,56.44,Consumer_Goods,84.98,73.04,High,847.67,7891.56,28.94,3.89,6.24,6,0.81,0.99,8.87,1,0
South Africa,52.03,Packaging_Electronics,43.56,17.94,Medium,1370.48,1675.69,46.67,3.76,15.36,1,0.38,0.34,6.06,0,0
Egypt,53.35,Automotive_Packaging,63.71,130.11,High,859.3,8422.31,96.86,10.56,3.09,3,0.65,0.31,1.02,1,0
Brazil,25.97,Consumer_Goods,29.93,75.8,High,628.57,5593.65,40.23,1.75,5.5,5,0.67,0.2,6.86,1,0
Egypt,9.07,Packaging_Electronics,63.22,86.91,High,1188.85,15558.16,32.81,9.02,2.12,4,0.31,0.9,10.34,1,0
Mexico,37.54,Packaging_Electronics,52.29,121.8,Low,269.6,18550.91,38.15,3.77,14.1,5,0.8,0.01,9.06,0,0
South Korea,42.94,Consumer_Goods,16.46,127.62,High,663.99,86.43,56.9,0.31,2.27,8,0.2,0.98,8.94,1,1
Indonesia,20.13,Automotive_Packaging,86.98,13.39,High,266.53,12951.41,24.25,11.52,9.08,6,0.77,0.48,4.93,1,0
Indonesia,62.0,Packaging_Consumer,29.97,54.15,Low,1034.76,14749.13,69.69,10.95,17.5,8,0.74,0.7,4.07,0,0
South Africa,46.78,Packaging_Electronics,30.77,137.48,High,180.49,14333.04,56.64,2.54,10.18,7,0.86,0.11,1.52,1,0
Italy,20.02,Industrial_Packaging,12.84,111.4,High,821.56,11544.82,68.41,3.04,4.36,5,0.67,0.22,11.53,1,1
Turkey,66.92,Packaging_Consumer,79.34,90.14,High,1191.71,1130.14,31.12,10.78,16.6,8,0.65,0.42,8.39,1,0
Germany,59.85,Consumer_Goods,51.61,74.69,Low,686.19,1110.54,99.42,9.04,4.28,2,0.64,0.14,7.37,0,1
South Africa,41.64,Packaging_Electronics,84.63,16.59,Medium,508.15,13026.93,38.73,11.11,11.5,3,0.83,0.74,7.6,0,0
India,37.89,Industrial_Packaging,63.23,52.59,Low,957.1,16603.44,55.55,8.57,6.4,9,0.9,0.31,2.93,0,0
Brazil,15.57,Consumer_Goods,72.02,115.16,High,1345.27,6323.55,57.24,7.48,3.93,5,0.86,0.53,4.67,1,0
China,44.66,Automotive_Packaging,42.55,18.98,Low,628.0,7241.47,27.37,2.62,10.48,5,0.65,0.13,2.49,0,0
Indonesia,60.23,Packaging_Consumer,51.48,55.92,High,857.91,1704.06,98.0,13.35,11.93,2,0.55,0.5,2.64,1,0
Germany,38.47,Automotive_Packaging,23.58,111.88,Low,1142.02,549.6,96.04,0.9,18.72,7,0.92,0.44,3.41,0,1
Turkey,63.0,Automotive_Packaging,18.04,86.07,Medium,167.19,10356.04,95.05,7.42,12.55,3,0.3,0.1,0.6,0,0
Russia,56.27,Industrial_Packaging,51.57,60.44,Low,303.23,12889.71,81.73,4.53,15.62,9,0.55,0.06,14.56,0,0
Italy,11.76,Automotive_Packaging,70.4,105.18,Low,1062.55,3694.85,87.77,3.11,1.81,9,0.3,0.56,14.03,0,1
Indonesia,66.22,Packaging_Consumer,72.25,14.34,Low,644.02,6804.14,94.27,3.99,0.25,9,0.8,0.26,13.45,0,0
South Korea,30.85,Industrial_Packaging,36.17,129.83,Medium,870.01,5914.22,44.99,1.42,19.02,9,0.03,0.95,6.82,0,1
Japan,26.19,Industrial_Packaging,25.07,50.8,Low,1391.74,8392.81,58.32,9.31,10.92,2,0.63,0.44,10.27,0,1
Japan,13.99,Packaging_Consumer,27.23,135.26,High,1043.72,7991.79,56.41,9.3,15.22,7,0.68,0.45,4.03,1,1
Japan,43.38,Packaging_Consumer,66.99,39.25,High,1330.77,18522.11,21.1,3.38,18.44,5,0.89,0.31,7.16,1,1
Australia,43.31,Automotive_Packaging,77.72,59.04,Low,652.2,3351.05,34.93,1.0,1.95,4,0.14,0.31,0.24,0,1
Canada,60.68,Industrial_Packaging,26.43,84.11,High,14.15,9757.85,66.58,14.03,11.24,3,0.82,0.62,3.76,1,1
Egypt,51.52,Consumer_Goods,65.05,128.66,High,837.57,10040.83,43.22,8.53,4.54,1,0.61,0.77,1.97,1,0
Indonesia,39.85,Packaging_Electronics,89.99,33.98,Low,1114.11,2817.94,88.88,7.26,2.74,3,0.8,0.59,4.92,0,0
France,50.43,Industrial_Packaging,51.72,93.77,Low,352.85,21250.48,93.71,12.69,5.57,9,0.82,0.6,13.31,0,1
Mexico,51.22,Automotive_Packaging,47.44,113.2,Low,1199.86,5339.39,46.77,2.48,7.77,4,0.35,0.08,14.47,0,0
Italy,39.96,Consumer_Goods,54.77,54.61,Medium,1318.72,8610.35,92.04,9.56,16.49,5,0.74,0.91,1.15,0,1
Italy,34.76,Industrial_Packaging,62.59,63.56,Low,1289.76,1519.08,88.42,0.58,17.15,1,0.75,0.15,10.34,0,1
UK,44.15,Industrial_Packaging,50.8,28.53,High,357.48,16779.92,73.48,9.77,19.02,7,0.63,0.98,13.37,1,1
South Korea,45.39,Packaging_Electronics,85.94,51.95,Medium,655.02,21178.24,60.36,12.26,7.62,5,0.48,0.17,7.3,0,1
Canada,55.57,Consumer_Goods,29.54,24.33,Medium,428.94,9247.37,60.08,2.17,11.7,6,0.43,0.86,0.49,0,1
Brazil,51.77,Packaging_Consumer,17.32,58.2,High,1328.15,2809.98,32.71,4.69,11.1,8,0.87,0.3,1.91,1,0
Germany,11.76,Industrial_Packaging,79.77,106.66,Medium,1382.03,10632.76,74.28,12.1,2.74,6,0.75,0.65,4.72,0,1
Japan,2.32,Industrial_Packaging,65.59,48.78,Low,1245.91,3232.12,25.02,9.45,7.36,6,0.07,0.34,14.23,0,1
France,17.42,Automotive_Packaging,9.67,81.3,High,542.7,11773.06,49.28,12.1,8.32,5,0.4,0.58,0.22,1,1
Saudi Arabia,37.17,Automotive_Packaging,62.8,114.74,Medium,690.67,16135.13,69.44,1.27,15.88,8,0.13,0.97,9.84,0,0
Russia,3.25,Automotive_Packaging,36.31,46.12,Low,772.61,19187.26,24.5,9.41,11.49,4,0.88,0.75,6.17,0,0
China,14.41,Packaging_Consumer,73.43,64.49,High,433.78,11109.99,77.76,6.36,1.21,8,0.09,0.43,12.37,1,0
Mexico,43.45,Industrial_Packaging,56.49,85.91,High,31.39,21359.15,54.02,13.21,13.76,5,0.25,0.39,14.83,1,0
India,16.72,Consumer_Goods,83.49,91.93,Medium,1198.19,17083.52,52.66,6.9,4.51,3,0.5,0.77,14.34,0,0
Canada,35.07,Industrial_Packaging,36.74,139.32,Medium,1385.01,20205.13,25.97,8.54,10.51,7,0.86,0.06,11.2,0,1
South Africa,9.27,Packaging_Consumer,66.59,140.04,High,871.38,11823.45,71.3,13.14,10.98,8,0.55,0.47,13.55,1,0
UK,12.39,Packaging_Electronics,73.41,130.85,Low,355.73,13409.33,53.68,9.16,14.26,9,0.28,0.75,4.24,0,1
Russia,5.83,Packaging_Consumer,75.57,108.6,High,370.36,12432.97,44.53,11.5,1.61,7,0.02,0.19,4.42,1,0
Egypt,31.32,Automotive_Packaging,32.13,149.22,High,159.0,8908.43,75.09,12.38,14.49,6,0.65,0.29,0.9,1,0
Germany,59.85,Consumer_Goods,51.61,74.69,Low,686.19,1110.54,99.42,9.04,4.28,2,0.64,0.14,7.37,0,1
Australia,27.79,Consumer_Goods,36.26,39.41,Low,1113.66,428.94,68.52,11.2,19.38,8,0.3,0.67,10.13,0,1
South Korea,46.91,Automotive_Packaging,21.96,43.45,High,711.68,11890.57,57.12,0.29,9.44,7,0.45,0.52,0.4,1,1
United States,21.02,Consumer_Goods,14.6,38.03,High,270.51,12227.93,88.14,5.42,10.54,8,0.31,0.07,14.3,1,1
China,32.91,Automotive_Packaging,66.79,80.86,High,1098.24,14751.77,25.8,3.16,7.22,2,0.23,0.98,6.72,1,0
Germany,3.63,Packaging_Electronics,76.24,39.33,Medium,1255.66,12553.97,65.54,11.01,8.64,5,0.83,0.94,0.24,0,1
Indonesia,36.67,Automotive_Packaging,37.27,109.84,Medium,445.66,2613.65,95.32,8.36,7.43,4,0.71,0.95,5.55,0,0
Brazil,47.23,Automotive_Packaging,17.56,129.69,Low,568.92,21265.52,51.95,12.18,14.19,4,0.73,0.74,6.29,0,0
India,35.89,Industrial_Packaging,15.76,71.51,Low,307.25,10891.1,98.59,4.36,4.64,4,0.92,0.11,8.01,0,0
Brazil,14.93,Packaging_Consumer,67.76,50.16,Low,262.02,21123.85,66.86,3.27,2.29,7,0.28,0.16,8.87,0,0
Saudi Arabia,25.2,Automotive_Packaging,22.13,99.43,Medium,858.54,7101.2,87.04,13.4,4.0,1,0.46,0.81,7.83,0,0
Italy,2.33,Automotive_Packaging,59.31,41.79,Medium,784.86,19353.69,20.77,2.51,19.79,4,0.3,0.65,2.65,0,1
Turkey,65.53,Packaging_Electronics,34.17,133.23,High,671.36,9212.57,54.27,9.25,18.51,1,0.48,0.44,6.04,1,0
United States,56.67,Consumer_Goods,19.39,103.19,High,930.21,8852.61,65.17,14.66,16.22,5,0.53,0.64,6.78,1,1
Spain,32.64,Consumer_Goods,59.74,144.5,Low,1129.47,6568.5,84.8,14.36,1.59,1,0.61,0.04,3.68,0,1
China,27.36,Consumer_Goods,17.67,13.6,Medium,222.25,20784.89,82.08,12.52,16.73,5,0.94,0.9,1.15,0,0
Saudi Arabia,35.55,Consumer_Goods,47.0,115.57,Low,1159.32,1449.22,67.34,5.3,18.23,6,0.97,0.54,5.48,0,0
United States,60.68,Consumer_Goods,63.51,79.58,Medium,448.41,2998.1,48.81,3.25,9.65,3,0.71,0.88,1.7,0,1
Egypt,5.31,Industrial_Packaging,64.76,97.65,Medium,649.13,7563.71,95.41,3.31,8.81,5,0.4,0.7,14.67,0,0
Russia,51.94,Packaging_Consumer,41.17,129.04,Medium,409.38,5377.22,36.18,4.32,10.39,2,0.23,0.67,14.76,0,0
Spain,53.68,Packaging_Consumer,36.31,143.49,Medium,318.38,9804.13,55.24,0.69,11.63,7,0.96,0.8,6.38,0,1
Germany,1.02,Packaging_Electronics,36.97,38.75,High,787.31,4991.63,25.05,13.05,14.88,9,0.97,0.42,0.88,1,1
Turkey,58.57,Industrial_Packaging,80.86,139.86,Low,51.98,18283.88,43.67,1.53,3.07,3,0.47,0.71,5.38,0,0
Egypt,17.41,Industrial_Packaging,26.55,25.11,Medium,290.8,5695.54,60.45,9.9,19.05,1,0.1,0.03,6.23,0,0
Saudi Arabia,7.68,Industrial_Packaging,48.07,75.34,High,1252.56,6190.5,96.33,8.44,5.01,5,0.81,0.06,0.79,1,0
India,8.88,Packaging_Consumer,48.42,146.31,Low,1028.49,8520.71,32.82,13.16,6.73,3,0.74,0.84,5.57,0,0
Russia,39.01,Packaging_Consumer,59.28,45.88,Medium,188.36,10218.46,94.18,6.03,18.47,2,0.61,0.94,9.42,0,0
United States,41.12,Automotive_Packaging,54.29,59.98,Medium,446.36,4322.92,20.26,10.75,9.52,1,0.86,0.69,14.79,0,1
Canada,69.22,Packaging_Consumer,54.99,77.79,Medium,884.72,6772.4,80.68,4.47,8.14,9,0.83,0.96,6.89,0,1
Russia,51.84,Automotive_Packaging,82.94,85.4,Medium,142.48,19616.23,38.14,2.59,11.58,4,0.51,0.9,1.99,0,0
France,24.09,Packaging_Consumer,80.89,67.3,Medium,235.76,8901.6,70.18,8.58,18.93,9,0.69,0.71,5.88,0,1
France,27.67,Industrial_Packaging,23.45,22.55,Medium,1232.95,13861.64,63.74,14.29,15.11,2,0.32,0.77,12.79,0,1
Germany,38.15,Industrial_Packaging,33.69,76.42,High,801.32,3011.05,21.67,6.25,15.87,5,0.58,0.69,13.48,1,1
Mexico,47.48,Industrial_Packaging,21.16,120.08,Medium,1332.57,19814.48,97.39,13.11,6.83,5,0.03,0.06,11.87,0,0
United States,7.7,Automotive_Packaging,54.82,115.03,High,296.94,4661.37,51.23,8.05,19.81,2,0.48,0.67,7.22,1,1
Italy,58.49,Packaging_Electronics,74.21,109.62,Medium,925.52,2256.31,50.24,3.0,1.27,4,0.96,0.31,13.19,0,1
China,36.05,Automotive_Packaging,20.81,21.42,Medium,51.72,4138.28,72.33,12.65,0.43,8,0.83,0.87,12.35,0,0
Indonesia,52.02,Consumer_Goods,57.3,136.2,Low,34.82,6967.94,60.2,11.32,15.55,1,0.39,0.62,5.43,0,0
China,32.91,Automotive_Packaging,66.79,80.86,High,1098.24,14751.77,25.8,3.16,7.22,2,0.23,0.98,6.72,1,0
Australia,30.91,Consumer_Goods,77.02,25.49,Low,277.46,2194.14,32.89,0.68,7.48,6,0.0,0.36,3.58,0,1
Indonesia,40.09,Industrial_Packaging,58.62,120.51,Medium,614.48,6068.97,46.52,14.38,9.54,7,0.38,0.22,4.63,0,0
Spain,18.99,Packaging_Electronics,47.99,140.91,Low,66.41,15424.34,83.34,1.25,13.7,5,0.06,0.09,1.94,0,1
China,23.97,Packaging_Electronics,21.29,33.56,Medium,159.71,8246.22,20.38,12.1,14.29,3,0.11,0.7,3.64,0,0
South Korea,33.69,Packaging_Consumer,13.21,22.26,Medium,1152.03,18165.93,32.99,0.64,3.03,8,0.55,0.73,5.73,0,1
Australia,3.13,Packaging_Electronics,22.06,145.93,Medium,914.3,8038.01,79.3,4.3,10.7,9,0.83,0.59,3.65,0,1
Spain,27.23,Packaging_Electronics,26.12,69.59,High,1331.49,14780.01,58.45,1.7,16.44,7,0.85,0.66,6.05,1,1
Germany,59.11,Packaging_Consumer,74.9,44.92,Low,782.42,19697.98,34.1,13.57,18.67,6,0.28,0.15,10.8,0,1
Mexico,66.9,Industrial_Packaging,83.75,91.08,High,1357.03,19801.94,77.85,4.76,9.75,2,0.37,0.18,10.43,1,0
Mexico,23.97,Consumer_Goods,85.17,108.12,High,402.16,20493.29,25.19,12.05,7.14,2,0.86,0.03,4.52,1,0
China,32.38,Industrial_Packaging,19.42,79.05,Low,124.47,5952.59,69.97,1.57,3.71,2,0.22,0.17,0.45,0,0
South Africa,36.66,Industrial_Packaging,17.97,110.32,Low,881.58,12362.89,69.11,0.83,7.68,7,0.63,0.5,3.41,0,0
Italy,67.84,Automotive_Packaging,56.83,61.48,Low,819.15,187.06,30.28,5.43,5.81,8,0.83,0.03,8.29,0,1
UK,3.19,Packaging_Electronics,77.22,125.01,High,197.6,1251.51,99.2,8.09,10.17,7,0.4,0.34,5.78,1,1
Brazil,60.36,Consumer_Goods,19.17,147.09,High,1123.88,7803.38,40.01,8.34,17.42,1,0.07,0.44,5.4,1,0
Australia,63.4,Consumer_Goods,59.23,117.93,Medium,1177.86,19925.59,87.94,1.23,17.42,8,0.72,0.35,11.43,0,1
South Korea,66.44,Industrial_Packaging,21.76,16.45,Low,435.66,9831.9,57.27,8.33,2.52,2,0.88,0.36,12.45,0,1
Russia,13.9,Consumer_Goods,70.28,24.96,Medium,971.25,20745.01,86.32,3.96,19.38,5,0.16,0.17,14.39,0,0
Italy,39.96,Consumer_Goods,54.77,54.61,Medium,1318.72,8610.35,92.04,9.56,16.49,5,0.74,0.91,1.15,0,1
South Korea,45.31,Automotive_Packaging,40.78,84.42,Low,431.9,20491.79,34.81,11.42,9.34,1,0.4,0.31,14.63,0,1
Mexico,8.02,Consumer_Goods,58.37,126.19,High,1389.78,13956.03,28.51,4.05,12.46,5,1.0,0.12,12.14,1,0
Germany,1.33,Consumer_Goods,64.58,84.42,Medium,576.17,1677.66,71.88,14.21,4.71,6,0.66,0.13,7.04,0,1
Indonesia,26.35,Automotive_Packaging,16.15,18.91,High,141.45,5573.62,43.35,11.87,6.02,4,0.95,0.98,1.62,1,0
Spain,50.11,Packaging_Electronics,17.29,31.82,Medium,1068.38,10341.11,62.89,4.14,6.26,3,0.4,0.64,9.83,0,1
Japan,11.05,Industrial_Packaging,39.95,136.99,Medium,221.1,12141.49,70.46,0.59,9.1,5,0.28,0.0,2.06,0,1
Japan,64.32,Industrial_Packaging,9.15,79.99,High,1128.08,13405.02,52.75,9.23,6.18,3,0.16,0.75,10.52,1,1
India,40.87,Packaging_Electronics,58.42,71.61,High,61.16,16402.24,47.9,2.23,0.95,8,0.45,0.84,5.39,1,0
South Korea,61.92,Packaging_Electronics,88.23,24.64,High,896.83,4063.31,39.79,11.15,2.96,2,0.39,0.67,0.91,1,1
Mexico,65.32,Consumer_Goods,27.37,131.7,Low,1271.18,18061.27,90.61,9.32,16.52,9,0.39,0.92,5.97,0,0
Indonesia,40.09,Industrial_Packaging,58.62,120.51,Medium,614.48,6068.97,46.52,14.38,9.54,7,0.38,0.22,4.63,0,0
South Korea,14.91,Automotive_Packaging,7.21,95.59,Medium,1083.86,16433.31,31.14,8.3,15.95,8,0.81,0.95,1.4,0,1
UK,26.58,Industrial_Packaging,15.21,75.12,Medium,156.43,10760.93,37.74,4.08,5.67,3,0.63,0.45,1.92,0,1
Germany,38.47,Automotive_Packaging,23.58,111.88,Low,1142.02,549.6,96.04,0.9,18.72,7,0.92,0.44,3.41,0,1
Brazil,33.41,Automotive_Packaging,82.34,133.98,Medium,156.21,9769.79,21.55,10.47,17.2,8,0.7,0.01,0.89,0,0
Germany,58.15,Industrial_Packaging,38.74,65.86,Low,1393.8,4359.55,99.72,6.44,6.98,2,0.44,0.0,4.22,0,1
Indonesia,26.35,Automotive_Packaging,16.15,18.91,High,141.45,5573.62,43.35,11.87,6.02,4,0.95,0.98,1.62,1,0
France,42.79,Packaging_Consumer,23.06,77.17,High,1238.94,15738.74,97.85,3.33,18.35,9,0.88,0.25,10.49,1,1
China,64.35,Packaging_Consumer,48.64,81.36,High,1324.15,20922.91,67.47,7.25,3.79,1,0.1,0.94,11.66,1,0
Mexico,18.11,Consumer_Goods,5.14,142.07,Low,1275.61,16516.47,55.37,13.18,5.38,7,0.92,0.93,5.6,0,0
South Africa,16.2,Packaging_Consumer,9.91,57.42,Medium,1273.51,2547.53,22.22,3.14,3.12,7,0.5,0.01,10.85,0,0
Egypt,35.13,Industrial_Packaging,56.45,34.48,Medium,907.66,13073.64,63.8,7.28,14.31,8,0.29,0.07,0.83,0,0
France,61.98,Automotive_Packaging,17.14,99.78,Medium,5.47,12154.47,88.59,12.51,3.67,4,0.31,0.94,3.9,0,1
Brazil,33.41,Automotive_Packaging,82.34,133.98,Medium,156.21,9769.79,21.55,10.47,17.2,8,0.7,0.01,0.89,0,0
UK,53.77,Consumer_Goods,35.73,48.88,High,1128.25,10442.18,51.09,11.53,5.48,8,0.63,0.88,12.19,1,1
Australia,44.81,Industrial_Packaging,12.8,45.73,Low,742.62,11893.93,87.02,6.71,7.83,2,0.18,0.78,3.68,0,1
India,47.69,Consumer_Goods,65.29,145.45,High,107.48,18188.99,70.04,8.83,9.4,6,0.26,0.1,11.37,1,0
South Africa,54.27,Consumer_Goods,70.56,119.29,Low,1374.35,14271.5,96.31,11.58,2.79,1,0.27,0.54,6.77,0,0
Indonesia,67.39,Automotive_Packaging,67.43,69.11,Low,941.6,1161.45,32.66,1.79,4.65,9,0.25,0.28,3.41,0,0
Brazil,10.42,Automotive_Packaging,27.78,102.06,High,683.71,4225.7,32.32,5.15,13.6,7,0.06,0.34,0.68,1,0
Italy,30.45,Automotive_Packaging,19.53,95.72,Medium,1275.71,6991.44,56.98,8.97,15.04,3,0.47,0.24,10.58,0,1
France,47.79,Packaging_Electronics,86.04,142.09,High,390.29,1106.36,63.52,0.72,1.53,5,0.21,0.32,12.3,1,1
India,55.49,Automotive_Packaging,44.24,68.22,Low,611.35,21482.25,66.94,1.92,12.88,7,0.77,0.53,12.87,0,0
South Korea,28.94,Consumer_Goods,10.75,11.15,High,50.82,1809.91,93.43,11.43,13.51,8,0.65,0.2,8.08,1,1
Brazil,55.46,Packaging_Consumer,45.24,102.86,Medium,572.99,4729.38,86.48,10.19,15.45,8,0.92,0.39,6.01,0,0
Spain,31.38,Automotive_Packaging,39.45,89.18,Medium,356.0,8975.56,91.71,2.17,0.79,2,0.28,1.0,5.19,0,1
China,20.98,Consumer_Goods,32.0,10.32,Low,758.78,19890.27,68.29,13.27,11.4,9,0.39,0.98,14.87,0,0
United States,61.39,Packaging_Electronics,12.33,87.39,Medium,875.81,4973.24,30.69,13.08,0.32,4,0.44,0.43,9.8,0,1
France,52.12,Packaging_Consumer,19.45,37.94,Medium,782.38,6108.34,22.36,14.36,4.88,2,0.98,0.37,1.66,0,1
United States,50.1,Packaging_Electronics,78.4,114.75,High,70.25,21136.39,46.12,5.09,3.56,3,0.59,0.59,12.04,1,1
France,61.98,Automotive_Packaging,17.14,99.78,Medium,5.47,12154.47,88.59,12.51,3.67,4,0.31,0.94,3.9,0,1
Japan,43.04,Automotive_Packaging,89.66,60.67,Medium,1388.28,3487.25,95.24,13.85,0.77,5,0.77,0.94,12.67,0,1
